id,title,episodes,rating,rank,popularity,start_date,end_date,year,synopsis,media_type,genres_raw,studios_raw,source
47639,Blue Reflection Ray,24,5.95,10977.0,4426,2021-04-10,2021-09-25,2021,"Individual pieces of human emotion usually take form as flowers known as ""Fragments."" The select few who possess strong enough Fragments can become ""Reflectors,"" beings who equip specialized rings that allow them to connect their thoughts, memories, and emotions to those whose feelings waver. There are two types of Reflectors—those who wear blue rings to protect those falling into depravity by preserving their Fragments, and those who wear red rings to prevent negative emotions by stealing the Fragments of those who begin to develop severe woe.

Despite wanting to socialize with people around her, transfer student Ruka Hanari's shy and introverted personality always gets in her way. In a chance encounter, however, she bumps into a woman who happens to drop a blue ring as she hurries away. Unable to return it, Ruka brings it back with her to her dorm. There, she meets the outgoing Hiori Hirahara, who also has a blue ring. They find themselves in several conflicts against red Reflectors, slowly realizing the true power of the rings that they hold.

Now striving to become Reflectors themselves, Ruka and Hiori must learn to work together and become stronger so that they can save not only the people around them, but also themselves from the emotions that hold them back.

[Written by MAL Rewrite]",tv,"[{'id': 1, 'name': 'Action'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 23, 'name': 'School'}]","[{'id': 7, 'name': 'J.C.Staff'}]",game
37655,Sword Gai The Animation Part II,12,5.74,12089.0,4345,2018-07-30,2018-07-30,2018,Part II of Sword Gai: The Animation.,ona,"[{'id': 1, 'name': 'Action'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]","[{'id': 276, 'name': 'DLE'}, {'id': 563, 'name': 'LandQ studios'}]",manga
36124,Itou Junji: Collection,12,6.59,7228.0,1371,2018-01-05,2018-03-23,2018,"In the light of day and in the dead of night, mysterious horrors await in the darkest shadows of every corner. They are unexplainable, inescapable, and undefeatable. Be prepared, or you may become their next victim.

Sit back in terror as traumatizing tales of unparalleled terror unfold. Tales, such as that of a cursed jade carving that opens holes all over its victims' bodies; deep nightmares that span decades; an attractive spirit at a misty crossroad that grants cursed advice; and a slug that grows inside a girl's mouth. Tread carefully, for the horrifying supernatural tales of the Itou Junji: Collection are not for the faint of heart.

[Written by MAL Rewrite]",tv,"[{'id': 8, 'name': 'Drama'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]","[{'id': 37, 'name': 'Studio Deen'}]",manga
34716,Crocotires Traction AAA,1,5.27,13724.0,16673,1999,1999,1999,"A huge garbage dump where old tires are piled up place turns into a different world late at night when no one's around. The old tires come to life, transforming their appearances and immersing themselves in boxing.

(Source: Official Youtube channel)",movie,"[{'id': 30, 'name': 'Sports'}]","[{'id': 1023, 'name': 'Polygon Pictures'}]",original
33820,Ao Oni The Animation (Movie),1,4.03,14782.0,7712,2017-02-11,2017-02-11,2017,An animated film series based on the Ao Oni game. It will feature a new story.,movie,"[{'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}]","[{'id': 37, 'name': 'Studio Deen'}]",game
3104,Geisters: Fractions of the Earth,26,5.63,12600.0,12350,2001-10-06,2002-03-30,2001,"At the end of the 21st century, a meteorite collision plunged Earth into apocalypse, and the remnants of humanity went in two different directions to survive. The aristocratic Dobias headed into space, while the earthy Shioru went underground. Centuries later, they returned to Earth's surface and are now fighting for control of the planet—that is, when they're not busy fending off a new species of predators known simply as Creatures. Amidst this conflict, an elite team of five soldiers known as Geisters protects humanity from the Creatures and from each other. Although part of the Dobias, the Geisters have recently accepted a soldier of Shioru descent onto the team, and her take-charge personality leaves the other members unsure about her loyalty and usefulness to the group. With Dobias and Shioru tensions heating up on the political floor, Creatures running rampant, and a dangerous new weapon being developed in secret, the Geisters must maintain peace among themselves and the rest of society.

(Source: Anime Crash)",tv,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]","[{'id': 107, 'name': 'Plum'}]",original
417,Ragnarök The Animation,26,6.45,8144.0,3470,2004-04-07,2004-09-29,2004,"A great evil is sweeping over the realm; an evil that the young swordsman Roan and his life-long companion, the acolyte Yufa, must face head on! For these two travel toward their destiny, from the highest towers to the depths of the underworld, through forest and desert alike. With an ever-growing cast of fellow heroes, fate will grasp these travelers by their very souls and propel the band of skilled adventurers towards a noble end. Or ignoble, if they don't watch their step!

Monsters are afoot and the way rife with danger and magic, the path forward may be unclear... But where will is strong, there is a way! Lessons wait in the depths of darkness, and good must prevail. The journey starts now!

(Source: FUNimation Entertainment)",tv,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]","[{'id': 131, 'name': 'G&G Entertainment'}]",game
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,12,6.25,9347.0,7402,2017-07-12,2017-09-27,2017,"""Sasuke Sarutobi"" is an average college student at Kyoto University studying time slips as a hobby until the day he falls into a time slip himself, transporting him to the Sengoku Period. Upon arrival, Sasuke encounters several warlords he could only ever dream of meeting: Toyotomi Hideyoshi, Tokugawa Ieyasu, and the famous ""Demon King of the Sixth Heaven"" Oda Nobunaga, who takes him in as a vassal. Introducing several modern concepts to the warlords varying from playing tennis to sending chain letters, Sasuke finds his place in an old but utterly new world. 

[Written by MAL Rewrite]
",tv,"[{'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}]","[{'id': 73, 'name': 'TMS Entertainment'}, {'id': 444, 'name': 'Jinnis Animation Studios'}]",game
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,1,7.07,4410.0,7016,1993-07-24,1993-07-24,1993,"By finding a rare Action Kamen card, Shinnosuke Nohara and his family end up being chosen to go to a parallel world and help foil an alien invasion that is occurring over there. 

(Source: ANN) ",movie,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}]","[{'id': 247, 'name': 'Shin-Ei Animation'}]",4_koma_manga
60588,Kai Pai La! Guaishou Da Dianying,0,,,21107,2026-04-24,,2026,"Following a decline in the amount of monster movies created, Meng Qi, a director who is obsessed with the monster movie genre, becomes unsure about his persistence—he never expected that one day an actual monster would appear in front of him! In order to fulfill his dream, Meng Qi decides to cooperate with the demon girl Liya and help her shoot a demon themed movie. However, as the shooting progresses, Meng Qi discovers that things in the other world are closely related to him...

(Source: Bilibili, translated)",ona,"[{'id': 4, 'name': 'Comedy'}, {'id': 37, 'name': 'Supernatural'}]","[{'id': 2415, 'name': 'HuaMei Animation'}]",original
25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",1,7.03,4617.0,1386,2015-04-18,2015-04-18,2015,"Earth is finally peaceful again, but this calm is short-lived. The remnants of Frieza's army, led by Sorbet and his right hand Tagoma, arrive on Earth in order to summon Shen Long with the goal of resurrecting their old master. To do so, they threaten Emperor Pilaf, Shuu, and Mai for the Dragon Balls in their possession.

Once successfully revived, Frieza—who had been stoking his hatred for Gokuu Son and Future Trunks in Hell—proclaims that he will not be content until they are dead by his hand. Sorbet informs him that Future Trunks has not been heard of in years, and Gokuu's power has far surpassed even that of the mighty Majin Buu. Unfazed, Frieza responds that he only requires a few months of training before being capable of defeating Gokuu.

Will Frieza be able to exact revenge upon his nemesis, or will Gokuu, Vegeta, and their friends prevail against adversity, saving Earth once more?

[Written by MAL Rewrite]",movie,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}]","[{'id': 18, 'name': 'Toei Animation'}]",manga
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,12,5.87,11393.0,3179,2016-01-07,2016-03-24,2016,"In a futuristic, post-disaster Tokyo, the ""Special Public Security Fifth Division Third Mobile Assault Eighth Unit,"" or ""Unit Eight,"" is a police unit specializing in handling criminals who wield dangerous wearable technology called ""Willwear."" Equipped with Willwear of their own, the squadron is often criticized by the public for their carelessness and disregard for protocol.

Sent in by the government as an undercover agent with special instructions from the higher-ups, Asami Kazari is Unit Eight's newest member. Determined to straighten out what she expects to be a group of incompetent fools, she instead finds a team of well-intentioned experts who use very effective—albeit unorthodox—methods, hindered by strict regulations. With their newest member by their side, Unit Eight fights crime and overcomes unexpected adversaries in Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari.

[Written by MAL Rewrite]",tv,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]","[{'id': 1053, 'name': 'Production IMS'}]",original
1455,Makai Tenshou,2,5.31,13643.0,7760,1998-02-27,1998-03-27,1998,"Get ready for a nightmarish journey through faith and betrayal as the infamous Jubei Yagyu wields his deadly blades against the forces of good and evil alike. In an orgy of unbelievable savagery, the armies of the Shogun give no quarter as they ruthlessly slaughter their enemies. Trapped on the rocky isthmus of Amakusa, the faithful await divine aid as the demon stirs in their midst. Desperate for vengeance, a Child of Heaven becomes the emissary of Hell.

Tortured by visions of Amakusa's final hour, legendary swordsman Jubei Yagyu returns to his ancestral home seeking respite from the bloody duties of a feudal retainer. Life in the village of Yagyu possesses a serenity ill-befitting days of armed rebellion and unholy alliance. For Jubei the tranquility is far too transparent, and soon, chilling rumors reach him. Four dead heroes renew their claim to life, feeding on the fear and violence of the age. Forced to take up the sword once more, Jubei returns to the path of vengeance and damnation in Ninja Resurrection!

(Source: DVD cover)",ova,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 37, 'name': 'Supernatural'}]","[{'id': 329, 'name': 'Phoenix Entertainment'}]",novel
32820,Xiong Chumo: Chunri Dui Dui Peng,52,5.6,12736.0,18095,2014-11-27,2015-01-15,2014,"Fourth season of Boonie Bears.

Now that spring is in the air, the forest animals are back to frolicking amongst the freshly blooming flowers and busy at work planting new trees to add even more color to their luscious home. The bear brothers—Briar and Bramble, and all their friends are having a jolly great time basking in this colorful season; however, from time to time, they stumble across Logger Vick who will not give up. The bears, along with their little friends make it their mission to protect the forest. This always results in a lot of laughter, tears and of course, adventures aplenty!

(Source: Official website)",tv,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]","[{'id': 2611, 'name': 'Fantawild Animation'}]",original
20533,Z/X: Ignition,12,6.48,7971.0,3917,2014-01-10,2014-04-03,2014,"The story is set in the not-so-distant future. Five ""Black Points"" suddenly appeared around the world as portals to parallel worlds. Immediately after, strange creatures began their invasion from these portals. These creatures are the inhabitants of five worlds—the same worlds in different timeframes. In order to ensure their own future timeframe survives, each of the five invasion forces battle to wipe the other future timeframes out. The key is one card-shaped device.

(Source: ANN)",tv,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 11, 'name': 'Strategy Game'}]","[{'id': 94, 'name': 'Telecom Animation Film'}]",card_game
20021,Sword Art Online: Extra Edition,1,6.55,7515.0,827,2013-12-31,2013-12-31,2013,"The story is set a couple of years after the events of Sword Art Online, where Kazuto ""Kirito"" Kirigaya and his sister Suguha meet up with Asuna Yuuki, Rika ""Lisbeth"" Shinozaki, and Keiko ""Silica"" Ayano at the SAO Survivor School. Kirito then attends emergency counseling, while the girls go for a swim at the pool. It turns out that said ""emergency counseling"" is a subterfuge set up by Seijirou Kikuoka, aiming to rehash the incident of Sword Art Online in hopes of determining Akihiko Kayaba's motives. What will the girls get up to in the pool, and what awaits Kirito and his ""counseling""?

[Written by MAL Rewrite]
",special,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 79, 'name': 'Video Game'}]","[{'id': 56, 'name': 'A-1 Pictures'}]",light_novel
33337,ACCA: 13-ku Kansatsu-ka,12,7.66,1498.0,1532,2017-01-10,2017-03-28,2017,"ACCA—a national body of the kingdom of Dowa that provides public services to the citizens of the country—was established as part of the peace settlement between the king of Dowa and the 13 states of the country during a revolt. One hundred years later, Dowa is in a period of unprecedented peace, due in part to the ACCA system. However, rumors of a coup d'état start to surface. Jean Otus, the second-in-command of the inspection department of ACCA, is charged with inspecting all 13 state branches. What will he discover as he performs his audit?

Intriguing and mysterious, ACCA: 13-ku Kansatsu-ka is a politically-themed mystery that reveals a world of diverse cultures and lifestyles, with intricate connections between its characters, as the truth of the coup d'état slowly unfolds.

[Written by MAL Rewrite]",tv,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]","[{'id': 11, 'name': 'Madhouse'}]",manga
39610,ACCA: 13-ku Kansatsu-ka - Regards,1,7.15,3962.0,5573,2020-02-14,2020-02-14,2020,"The new order of ACCA will soon hold its first-anniversary celebration. To ensure every district is prepared for the festival, Jean Otus—acting as a representative for ACCA's inspection department—is called to travel across the Kingdom of Dowa and help with the arrangements. However, he feels that in times of peace, he cannot relate to his subordinate Parrot, who believes that another betrayal against Dowa is near certain.

Meanwhile, work leaves Jean no time to dedicate to his little sister Lotta and the unexpected predicament she seems to be hiding from him. Their best friend, Niino, decides to involve himself and looks for a way to support Lotta. Although Jean believes that Dowa is in no immediate danger, he must ease Parrot's suspicions before the festival and wait for Lotta to open up to him on her own.

[Written by MAL Rewrite]",ova,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 39, 'name': 'Detective'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]","[{'id': 11, 'name': 'Madhouse'}]",manga
36027,Ousama Game The Animation,12,5.08,14099.0,1049,2017-10-05,2017-12-21,2017,"It can be rough transferring to a new school—even more so if you do not want to make any friends, like Nobuaki Kanazawa. But the reason for his antisocial behavior soon becomes clear when his class receives a text from someone called ""The King."" Included are instructions for the ""King's Game,"" and all class members must participate. Those who refuse to play, quit halfway, or do not follow an order in the allotted time of 24 hours will receive a deadly punishment.

Having played the game before and watched as those around him died, Nobuaki tries to warn his clueless classmates. Unfortunately, they only believe him after the King's Game claims its first casualties. Stuck in a horrific situation with no chance of escape, Nobuaki has a choice: put his own survival above those around him, or do what he could not before and save his classmates.

[Written by MAL Rewrite]",tv,"[{'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 59, 'name': 'High Stakes Game'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]","[{'id': 541, 'name': 'Seven'}]",novel
4415,World Destruction: Sekai Bokumetsu no Rokunin,13,6.93,5144.0,3410,2008-07-08,2008-09-30,2008,"Spinoff based on the Nintendo DS RPG game by SEGA, released in Japan July, 2008. 

In a world where humans serve as livestock for the ruling beastman, and where sand fills the roles of water and fire. Kyrie is recruited by the ""World Destruction Committee"" to assist in putting an end to their world. Kyrie alone holds the power needed to do it. 

(Source: AniDB)  ",tv,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]","[{'id': 10, 'name': 'Production I.G'}]",game
21569,Pokemon Movie 17: Hakai no Mayu to Diancie,1,6.55,7505.0,3452,2014-07-19,2014-07-19,2014,"In the underground Diamond Domain, where many Carbink live, the Mythical Pokémon Diancie serves as ruler. The Holy Diamond that sustains the land is beginning to fall apart, and Diancie is not yet strong enough to create a new one. While seeking help from the Legendary Pokémon Xerneas, Diancie encounters a group of thieves who want to take control of its diamond-producing power–and who awaken the Legendary Pokémon Yveltal from its cocoon in the process! Can Satoshi and his friends help Diancie discover its true power, stop Yveltal’s rampage, and save the Diamond Domain?

(Source: Official site)",movie,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]","[{'id': 28, 'name': 'OLM'}]",game
12611,Sengoku Collection,26,6.46,8083.0,4872,2012-04-06,2012-09-28,2012,"Sengoku Collection revolves around many samurai who are accidentally removed from a parallel universe inhabited by well-known historic characters. Unlike the historical war period known to us, all inhabitants in this unique world look like high school girls. Coming from the medieval era and finding themselves totally amazed by everything they encounter in modern day Tokyo, the girls become best friends through their adventures. 

(Source: Crunchyroll) ",tv,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}]","[{'id': 112, 'name': ""Brain's Base""}]",game
452,InuYasha Movie 1: Toki wo Koeru Omoi,1,7.57,1829.0,2222,2001-12-22,2001-12-22,2001,"During their quest in the feudal era to recover the shards of the miraculous Shikon Jewel, Inuyasha, Kagome Higurashi, and their friends become the target of Menoumaru Hyouga—a demon awakened by one of the Shikon fragments, now in pursuit of Inuyasha's heirloom sword Tessaiga. Following a clash between the fathers of Inuyasha and Menoumaru, the weapon is the only means to restore Menoumaru his rightful family heritage.

However, upon ambushing Inuyasha, Menoumaru discovers that Tessaiga's owner alone can wield it. Determined to achieve his objective regardless, he kidnaps Kagome to force Inuyasha to use his blade and release the sealed powers of the Hyouga clan. With their dependable companions' assistance, Inuyasha and Kagome oppose Menoumaru, unaware that his sinister intentions and alarming potential will endanger not only their world but also its distant future.

[Written by MAL Rewrite]
",movie,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 78, 'name': 'Time Travel'}]","[{'id': 14, 'name': 'Sunrise'}]",manga
42307,Subarashiki Kono Sekai The Animation,12,6.16,9884.0,2795,2021-04-10,2021-06-26,2021,"One day in the bustling city of Shibuya, a boy named Neku Sakuraba finds himself holding two black pins that enable him to read the minds of people around him. However, these pins also give him the ability to see the ""Noise,"" hostile creatures capable of ""erasing"" people from existence. After discovering that he is trapped within the confines of the city, Neku receives a message regarding a mission that will nevertheless erase him should he fail. 

While trying to fend off a Noise attack, Neku meets a girl named Shiki Misaki who asks him to form a partnership pact with her to fight against the monsters. Shiki explains that she and Neku have become ""Players"" participating in the ""Reaper's Game""—an event spanning over seven days, each featuring a different mission.

As Neku and Shiki both strive to survive each day that passes, they begin to meet other Players and Reapers alike, battle stronger Noise, and learn the truth behind the mystery that this game is shrouded in.

[Written by MAL Rewrite]",tv,"[{'id': 1, 'name': 'Action'}, {'id': 59, 'name': 'High Stakes Game'}, {'id': 7, 'name': 'Mystery'}, {'id': 41, 'name': 'Suspense'}]","[{'id': 247, 'name': 'Shin-Ei Animation'}, {'id': 1380, 'name': 'domerica'}]",game
